invoice_id,branch,category,quantity,unit_price,total,payment,rating,date
INV-0359,A,Food,9,336.67,3030.03,Credit card,8.0,2024-01-22
INV-0360,A,Beauty,5,100.99,504.95,Ewallet,7.8,2024-12-17
INV-0361,C,Clothing,1,211.02,211.02,Ewallet,4.5,2024-07-22
INV-0362,C,Beauty,2,336.0,672.0,Ewallet,9.3,2024-02-19
INV-0363,B,Electronics,9,198.81,1789.29,Cash,6.1,2024-04-12
INV-0364,C,Electronics,9,476.33,4286.97,Credit card,9.2,2024-06-01
INV-0365,C,Clothing,7,88.59,620.13,Cash,8.3,2024-10-11
INV-0366,A,Electronics,4,439.51,1758.04,Cash,8.8,2024-06-08
INV-0367,A,Clothing,5,449.61,2248.05,Cash,7.9,2024-05-20
INV-0368,A,Electronics,7,93.89,657.23,Cash,7.4,2024-10-13
INV-0369,A,Electronics,8,463.7,3709.6,Cash,9.8,2024-10-20
INV-0370,C,Electronics,7,331.88,2323.16,Ewallet,6.4,2024-05-13
INV-0371,A,Clothing,1,56.02,56.02,Credit card,7.8,2024-11-08
INV-0372,B,Clothing,2,483.52,967.04,Credit card,5.4,2024-12-09
INV-0373,B,Clothing,8,97.29,778.32,Ewallet,8.8,2024-12-17
INV-0374,A,Electronics,1,380.93,380.93,Ewallet,9.8,2024-10-19
INV-0375,B,Clothing,2,136.9,273.8,Ewallet,9.1,2024-11-21
INV-0376,B,Food,9,435.9,3923.1,Cash,7.9,2024-01-26
INV-0377,C,Clothing,8,349.88,2799.04,Credit card,8.7,2024-01-04
INV-0378,C,Electronics,2,469.84,939.68,Cash,5.6,2024-08-19
INV-0379,B,Sports,2,149.27,298.54,Cash,4.1,2024-11-21
INV-0380,C,Sports,10,386.78,3867.8,Cash,8.6,2024-04-12
INV-0381,C,Beauty,4,158.33,633.32,Credit card,5.1,2024-12-03
INV-0382,C,Electronics,5,332.08,1660.4,Credit card,8.5,2024-06-15
INV-0383,B,Clothing,7,441.66,3091.62,Cash,6.9,2024-04-06
INV-0384,B,Electronics,6,226.11,1356.66,Credit card,5.3,2024-12-03
INV-0385,C,Beauty,3,120.19,360.57,Credit card,7.2,2024-04-01
INV-0386,A,Clothing,7,241.26,1688.82,Cash,9.8,2024-11-10
INV-0387,A,Clothing,5,394.33,1971.65,Ewallet,4.4,2024-11-22
INV-0388,A,Beauty,9,212.24,1910.16,Ewallet,7.2,2024-09-16
INV-0389,C,Food,2,270.27,540.54,Credit card,10.0,2024-08-01
INV-0390,B,Electronics,10,444.43,4444.3,Ewallet,8.1,2024-01-12
INV-0391,B,Food,9,325.77,2931.93,Ewallet,8.4,2024-05-30
INV-0392,A,Food,2,426.12,852.24,Ewallet,9.6,2024-04-21
INV-0393,C,Clothing,10,465.53,4655.3,Credit card,4.4,2024-01-16
INV-0394,A,Sports,7,13.71,95.97,Ewallet,7.6,2024-08-11
INV-0395,B,Clothing,1,326.98,326.98,Ewallet,10.0,2024-11-29
INV-0396,A,Beauty,7,437.72,3064.04,Credit card,5.9,2024-04-20
INV-0397,B,Clothing,2,400.79,801.58,Credit card,4.9,2024-01-11
INV-0398,A,Sports,9,140.41,1263.69,Credit card,7.3,2024-03-28
INV-0399,A,Beauty,9,400.69,3606.21,Ewallet,7.5,2024-11-10
INV-0400,B,Food,10,307.53,3075.3,Credit card,9.3,2024-01-02
INV-0401,A,Beauty,4,233.97,935.88,Cash,9.9,2024-09-30
INV-0402,C,Electronics,1,359.39,359.39,Ewallet,5.4,2024-07-25
INV-0403,A,Food,1,263.31,263.31,Credit card,5.4,2024-03-22
INV-0404,B,Clothing,6,115.82,694.92,Credit card,6.3,2024-05-30
INV-0405,C,Food,6,131.19,787.14,Credit card,9.3,2024-01-11
INV-0406,B,Beauty,8,414.23,3313.84,Ewallet,6.0,2024-03-28
INV-0407,B,Electronics,7,146.58,1026.06,Cash,8.5,2024-11-01
INV-0408,B,Beauty,6,166.26,997.56,Ewallet,5.8,2024-08-19
INV-0409,A,Food,4,333.82,1335.28,Cash,4.7,2024-05-07
INV-0410,B,Clothing,1,297.4,297.4,Credit card,6.6,2024-08-23
INV-0411,B,Food,6,72.08,432.48,Credit card,5.4,2024-12-26
INV-0412,B,Electronics,10,494.58,4945.8,Cash,5.1,2024-09-17
INV-0413,C,Electronics,10,108.88,1088.8,Ewallet,7.4,2024-12-06
INV-0414,A,Food,7,292.03,2044.21,Cash,8.0,2024-10-17
INV-0415,C,Sports,4,418.31,1673.24,Credit card,9.2,2024-08-04
INV-0416,B,Clothing,10,127.72,1277.2,Credit card,4.6,2024-09-28
INV-0417,B,Electronics,2,318.26,636.52,Cash,7.6,2024-07-12
INV-0418,A,Food,5,472.65,2363.25,Ewallet,4.6,2024-10-06
INV-0419,A,Electronics,3,350.2,1050.6,Credit card,8.1,2024-07-24
INV-0420,C,Sports,8,286.69,2293.52,Credit card,7.7,2024-02-29
INV-0421,C,Clothing,9,474.33,4268.97,Ewallet,7.1,2024-05-01
INV-0422,A,Food,10,336.97,3369.7,Credit card,6.8,2024-08-13
INV-0423,A,Electronics,4,189.56,758.24,Credit card,7.4,2024-08-14
INV-0424,C,Sports,4,280.93,1123.72,Credit card,8.2,2024-11-12
INV-0425,A,Sports,5,110.31,551.55,Cash,4.6,2024-04-30
INV-0426,C,Electronics,6,306.03,1836.18,Cash,5.9,2024-03-03
INV-0427,C,Electronics,10,260.87,2608.7,Credit card,9.8,2024-11-21
INV-0428,C,Clothing,3,264.6,793.8,Ewallet,5.6,2024-02-18
INV-0429,C,Beauty,5,14.5,72.5,Ewallet,9.0,2024-03-21
INV-0430,A,Beauty,5,19.13,95.65,Ewallet,6.8,2024-02-24
INV-0431,B,Food,5,81.68,408.4,Cash,7.2,2024-01-09
INV-0432,C,Beauty,3,388.55,1165.65,Ewallet,8.7,2024-10-17
INV-0433,B,Electronics,4,416.21,1664.84,Ewallet,6.0,2024-02-13
INV-0434,A,Food,6,71.06,426.36,Cash,7.7,2024-11-24
INV-0435,A,Sports,9,177.75,1599.75,Cash,8.1,2024-10-28
INV-0436,C,Beauty,7,137.51,962.57,Ewallet,5.3,2024-06-30
INV-0437,B,Sports,3,294.48,883.44,Credit card,7.4,2024-06-18
INV-0438,C,Beauty,9,415.47,3739.23,Cash,8.7,2024-02-02
INV-0439,A,Sports,6,183.54,1101.24,Cash,4.4,2024-09-19
INV-0440,A,Clothing,10,30.6,306.0,Cash,5.6,2024-12-22
INV-0441,B,Beauty,9,408.06,3672.54,Cash,6.1,2024-06-19
INV-0442,B,Beauty,8,268.29,2146.32,Credit card,6.5,2024-03-18
INV-0443,A,Beauty,2,55.79,111.58,Cash,8.8,2024-08-12
INV-0444,C,Beauty,3,159.73,479.19,Ewallet,6.2,2024-01-25
INV-0445,A,Electronics,4,355.09,1420.36,Cash,7.4,2024-09-13
INV-0446,C,Food,8,186.26,1490.08,Cash,5.9,2024-10-21
INV-0447,A,Beauty,5,179.09,895.45,Ewallet,9.9,2024-07-25
INV-0448,A,Clothing,9,252.67,2274.03,Cash,7.9,2024-08-09
INV-0449,A,Food,1,137.63,137.63,Ewallet,5.8,2024-09-02
INV-0450,A,Clothing,9,210.82,1897.38,Cash,6.5,2024-01-20
INV-0451,B,Electronics,4,321.62,1286.48,Credit card,7.1,2024-12-24
INV-0452,C,Beauty,8,409.78,3278.24,Credit card,6.9,2024-07-21
INV-0453,B,Electronics,8,374.63,2997.04,Cash,8.1,2024-09-26
INV-0454,B,Food,10,34.81,348.1,Ewallet,9.3,2024-01-29
INV-0455,A,Clothing,7,203.32,1423.24,Ewallet,5.5,2024-03-16
INV-0456,A,Electronics,5,372.72,1863.6,Cash,4.8,2024-07-07
INV-0457,B,Food,10,255.66,2556.6,Ewallet,4.5,2024-12-09
INV-0458,A,Sports,2,66.65,133.3,Cash,8.0,2024-06-08
INV-0459,A,Beauty,9,107.12,964.08,Credit card,4.4,2024-09-23
INV-0460,A,Beauty,2,62.86,125.72,Credit card,8.9,2024-04-19
INV-0461,C,Food,6,297.84,1787.04,Ewallet,7.5,2024-10-14
INV-0462,B,Sports,1,170.54,170.54,Cash,6.2,2024-08-31
INV-0463,C,Beauty,7,179.59,1257.13,Credit card,4.7,2024-11-15
INV-0464,B,Sports,5,271.06,1355.3,Credit card,7.0,2024-02-02
INV-0465,A,Electronics,8,400.63,3205.04,Ewallet,5.0,2024-12-06
INV-0466,C,Clothing,9,361.83,3256.47,Cash,4.9,2024-05-03
INV-0467,B,Electronics,5,221.77,1108.85,Ewallet,7.5,2024-12-09
INV-0468,C,Beauty,6,314.35,1886.1,Ewallet,6.9,2024-03-28
INV-0469,A,Beauty,3,251.41,754.23,Ewallet,4.8,2024-09-09
INV-0470,A,Electronics,10,371.64,3716.4,Credit card,5.6,2024-09-23
INV-0471,C,Electronics,4,205.22,820.88,Ewallet,7.7,2024-02-28
INV-0472,B,Sports,9,434.95,3914.55,Credit card,4.9,2024-04-26
INV-0473,A,Clothing,1,364.63,364.63,Credit card,9.8,2024-05-18
INV-0474,C,Food,3,312.54,937.62,Credit card,9.2,2024-06-17
INV-0475,B,Sports,4,205.32,821.28,Cash,7.6,2024-01-15
INV-0476,A,Clothing,2,373.7,747.4,Credit card,7.3,2024-09-22
INV-0477,A,Food,5,133.96,669.8,Credit card,4.6,2024-02-19
INV-0478,C,Clothing,5,139.53,697.65,Credit card,9.3,2024-08-29
INV-0479,C,Clothing,5,388.71,1943.55,Ewallet,9.4,2024-06-25
INV-0480,A,Sports,6,249.16,1494.96,Ewallet,5.9,2024-08-04
INV-0481,B,Food,5,139.83,699.15,Credit card,5.3,2024-01-18
INV-0482,A,Beauty,6,285.97,1715.82,Credit card,5.5,2024-04-02
INV-0483,A,Beauty,1,293.46,293.46,Credit card,9.8,2024-01-05
INV-0484,A,Sports,7,178.91,1252.37,Ewallet,6.3,2024-11-12
INV-0485,B,Clothing,6,43.64,261.84,Credit card,4.8,2024-12-14
INV-0486,C,Beauty,3,367.93,1103.79,Cash,6.9,2024-12-17
INV-0487,B,Electronics,2,30.38,60.76,Credit card,7.1,2024-09-21
INV-0488,C,Beauty,7,148.35,1038.45,Cash,7.8,2024-08-14
INV-0489,C,Sports,8,67.53,540.24,Cash,8.1,2024-07-16
INV-0490,C,Food,9,299.49,2695.41,Credit card,5.1,2024-01-08
INV-0491,A,Beauty,5,23.5,117.5,Credit card,6.2,2024-03-31
INV-0492,C,Beauty,4,446.6,1786.4,Ewallet,9.7,2024-09-02
INV-0493,A,Food,2,450.3,900.6,Cash,8.8,2024-11-23
INV-0494,A,Food,5,433.35,2166.75,Credit card,5.1,2024-03-17
INV-0495,C,Electronics,3,308.01,924.03,Credit card,6.5,2024-12-24
INV-0496,A,Food,5,35.23,176.15,Ewallet,4.9,2024-07-17
INV-0497,C,Sports,2,31.55,63.1,Ewallet,8.5,2024-11-06
INV-0498,C,Clothing,9,379.4,3414.6,Cash,5.3,2024-05-20
INV-0499,B,Electronics,9,186.26,1676.34,Credit card,5.0,2024-08-03
INV-0500,A,Beauty,4,166.62,666.48,Cash,4.4,2024-05-24
INV-0501,B,Food,1,256.43,256.43,Ewallet,8.2,2024-09-06
INV-0502,B,Beauty,6,162.97,977.82,Cash,9.3,2024-07-09
INV-0503,B,Electronics,10,90.09,900.9,Credit card,7.0,2024-03-17
INV-0504,A,Beauty,9,483.65,4352.85,Ewallet,6.0,2024-08-02
INV-0505,A,Clothing,1,299.57,299.57,Ewallet,7.7,2024-07-13
INV-0506,A,Food,5,100.65,503.25,Credit card,7.5,2024-11-08
INV-0507,A,Beauty,3,484.31,1452.93,Cash,7.2,2024-07-24
INV-0508,C,Beauty,3,77.83,233.49,Ewallet,5.0,2024-05-20
INV-0509,C,Food,4,440.09,1760.36,Cash,7.8,2024-09-05
INV-0510,C,Food,9,399.46,3595.14,Credit card,7.1,2024-03-06
INV-0511,A,Sports,7,433.31,3033.17,Cash,9.6,2024-12-08
INV-0512,B,Beauty,6,22.73,136.38,Ewallet,8.3,2024-06-02
INV-0513,C,Clothing,4,324.64,1298.56,Ewallet,6.8,2024-09-08
INV-0514,B,Electronics,5,209.45,1047.25,Credit card,6.3,2024-02-11
INV-0515,C,Clothing,2,185.81,371.62,Cash,4.1,2024-02-22
INV-0516,A,Food,7,37.67,263.69,Cash,4.3,2024-02-11
INV-0517,A,Beauty,2,383.08,766.16,Cash,7.0,2024-02-07
INV-0518,B,Clothing,7,409.61,2867.27,Ewallet,8.1,2024-02-05
INV-0519,C,Food,4,154.33,617.32,Ewallet,5.5,2024-07-25
INV-0520,C,Beauty,1,15.86,15.86,Cash,7.8,2024-03-05
INV-0521,C,Electronics,6,294.06,1764.36,Ewallet,6.4,2024-04-25
INV-0522,C,Beauty,5,104.42,522.1,Cash,9.5,2024-12-13
INV-0523,B,Food,3,427.53,1282.59,Credit card,8.2,2024-11-26
INV-0524,B,Electronics,8,101.14,809.12,Credit card,9.0,2024-12-01
INV-0525,C,Sports,2,378.9,757.8,Cash,9.0,2024-10-27
INV-0526,A,Food,6,249.62,1497.72,Cash,7.5,2024-09-12
INV-0527,A,Beauty,5,244.46,1222.3,Credit card,9.1,2024-11-28
INV-0528,A,Electronics,3,230.51,691.53,Ewallet,10.0,2024-06-02
INV-0529,C,Electronics,1,320.23,320.23,Cash,10.0,2024-12-08
INV-0530,A,Beauty,9,225.45,2029.05,Cash,4.0,2024-05-15
INV-0531,A,Electronics,2,125.45,250.9,Credit card,6.3,2024-06-22
INV-0532,B,Food,10,407.72,4077.2,Cash,7.2,2024-02-21
INV-0533,C,Beauty,5,97.18,485.9,Cash,9.9,2024-06-15
INV-0534,B,Electronics,7,280.7,1964.9,Cash,6.4,2024-05-21
INV-0535,A,Beauty,3,99.36,298.08,Cash,4.9,2024-11-02
INV-0536,A,Clothing,7,50.93,356.51,Ewallet,4.1,2024-03-12
INV-0537,C,Food,3,110.55,331.65,Ewallet,6.8,2024-06-30
INV-0538,B,Sports,4,431.38,1725.52,Cash,7.5,2024-09-23
INV-0539,A,Food,6,277.16,1662.96,Cash,5.7,2024-03-31
INV-0540,B,Electronics,4,279.94,1119.76,Credit card,8.0,2024-06-01
INV-0541,B,Beauty,8,88.46,707.68,Ewallet,9.5,2024-11-25
INV-0542,B,Beauty,3,313.22,939.66,Ewallet,8.1,2024-12-24
INV-0543,A,Electronics,7,454.38,3180.66,Credit card,9.2,2024-08-01
INV-0544,B,Electronics,4,471.4,1885.6,Credit card,4.7,2024-11-11
INV-0545,B,Sports,3,246.73,740.19,Credit card,9.9,2024-02-26
INV-0546,C,Sports,4,154.98,619.92,Credit card,5.3,2024-09-02
INV-0547,B,Sports,8,271.1,2168.8,Ewallet,8.5,2024-06-15
INV-0548,B,Food,7,305.39,2137.73,Ewallet,6.5,2024-03-31
INV-0549,A,Food,6,434.9,2609.4,Cash,5.8,2024-07-31
INV-0550,B,Beauty,8,465.76,3726.08,Cash,4.2,2024-12-11
INV-0551,C,Clothing,1,245.33,245.33,Credit card,9.7,2024-03-21
INV-0552,C,Clothing,4,469.92,1879.68,Credit card,4.1,2024-09-02
INV-0553,A,Food,2,367.41,734.82,Ewallet,9.9,2024-06-03
INV-0554,B,Food,6,497.78,2986.68,Ewallet,9.2,2024-02-08
INV-0555,C,Beauty,2,334.97,669.94,Ewallet,9.2,2024-12-02
INV-0556,B,Food,10,169.93,1699.3,Cash,6.7,2024-01-31
INV-0557,B,Beauty,8,260.86,2086.88,Ewallet,6.7,2024-09-07
INV-0558,C,Food,8,188.01,1504.08,Credit card,7.9,2024-03-08
INV-0559,B,Beauty,4,111.21,444.84,Credit card,5.8,2024-05-04
INV-0560,B,Sports,10,417.39,4173.9,Credit card,5.0,2024-02-22
INV-0561,A,Food,2,341.6,683.2,Cash,8.6,2024-08-19
INV-0562,A,Electronics,9,78.38,705.42,Cash,9.7,2024-04-27
INV-0563,C,Beauty,2,70.6,141.2,Cash,6.1,2024-11-04
INV-0564,A,Beauty,9,181.43,1632.87,Cash,5.2,2024-07-08
INV-0565,A,Electronics,3,32.87,98.61,Credit card,6.8,2024-09-06
INV-0566,C,Sports,10,42.77,427.7,Credit card,7.5,2024-09-10
INV-0567,A,Beauty,4,434.61,1738.44,Credit card,7.6,2024-06-04
INV-0568,C,Food,6,124.82,748.92,Credit card,8.6,2024-07-19
INV-0569,C,Clothing,2,482.49,964.98,Cash,5.7,2024-04-22
INV-0570,C,Food,8,132.32,1058.56,Ewallet,7.9,2024-04-10
INV-0571,C,Clothing,6,447.5,2685.0,Ewallet,9.7,2024-02-09
INV-0572,C,Beauty,6,445.37,2672.22,Cash,5.8,2024-03-25
INV-0573,A,Clothing,4,212.61,850.44,Ewallet,8.1,2024-11-09
INV-0574,A,Food,4,72.81,291.24,Credit card,7.3,2024-12-03
INV-0575,C,Sports,4,188.7,754.8,Ewallet,9.7,2024-12-30
INV-0576,B,Clothing,6,166.91,1001.46,Ewallet,6.6,2024-05-21
INV-0577,A,Electronics,7,195.71,1369.97,Ewallet,9.2,2024-12-29
INV-0578,B,Food,3,62.17,186.51,Ewallet,8.3,2024-02-24
INV-0579,B,Food,4,53.46,213.84,Credit card,5.6,2024-09-08
INV-0580,C,Clothing,6,215.69,1294.14,Ewallet,4.8,2024-08-15
INV-0581,A,Clothing,1,479.63,479.63,Ewallet,9.7,2024-05-24
INV-0582,C,Sports,3,109.04,327.12,Cash,5.3,2024-03-19
INV-0583,A,Clothing,5,405.67,2028.35,Ewallet,7.4,2024-08-09
INV-0584,B,Food,7,488.3,3418.1,Credit card,7.8,2024-07-12
INV-0585,A,Electronics,5,435.07,2175.35,Credit card,9.7,2024-03-08
INV-0586,C,Clothing,2,172.93,345.86,Credit card,4.0,2024-04-06
INV-0587,C,Clothing,9,161.98,1457.82,Cash,5.0,2024-04-07
INV-0588,C,Electronics,5,165.81,829.05,Credit card,6.0,2024-02-28
INV-0589,A,Food,5,386.61,1933.05,Cash,4.7,2024-11-20
INV-0590,B,Beauty,4,140.37,561.48,Credit card,6.0,2024-07-03
INV-0591,A,Food,6,32.88,197.28,Ewallet,9.6,2024-07-25
INV-0592,A,Food,1,66.37,66.37,Cash,5.6,2024-01-08
INV-0593,B,Clothing,3,473.96,1421.88,Cash,9.9,2024-06-21
INV-0594,A,Clothing,9,317.86,2860.74,Ewallet,5.0,2024-10-07
INV-0595,C,Sports,10,250.37,2503.7,Ewallet,5.3,2024-03-22
INV-0596,C,Food,6,269.01,1614.06,Credit card,6.4,2024-01-02
INV-0597,B,Beauty,9,169.93,1529.37,Ewallet,9.5,2024-02-01
INV-0598,B,Electronics,5,87.45,437.25,Credit card,8.3,2024-02-28
INV-0599,B,Clothing,6,26.62,159.72,Credit card,6.7,2024-04-25
INV-0600,C,Sports,6,396.39,2378.34,Cash,5.5,2024-05-23
INV-0601,C,Sports,1,97.47,97.47,Cash,7.3,2024-07-23
INV-0602,C,Beauty,10,470.09,4700.9,Ewallet,5.0,2024-10-28
INV-0603,B,Clothing,3,307.26,921.78,Ewallet,5.1,2024-01-28
INV-0604,C,Clothing,5,338.61,1693.05,Credit card,7.1,2024-06-04
INV-0605,C,Food,2,224.95,449.9,Credit card,4.3,2024-10-26
INV-0606,A,Food,10,357.1,3571.0,Ewallet,4.1,2024-08-15
INV-0607,B,Beauty,9,112.22,1009.98,Ewallet,9.5,2024-06-14
INV-0608,B,Beauty,9,406.98,3662.82,Cash,9.6,2024-02-08
INV-0609,A,Clothing,5,148.2,741.0,Credit card,7.7,2024-12-26
INV-0610,A,Clothing,2,72.9,145.8,Credit card,7.1,2024-01-13
INV-0611,A,Electronics,8,378.64,3029.12,Credit card,7.9,2024-07-09
INV-0612,C,Sports,3,494.67,1484.01,Credit card,8.2,2024-10-16
INV-0613,C,Beauty,5,425.67,2128.35,Credit card,10.0,2024-05-10
INV-0614,B,Electronics,5,12.79,63.95,Ewallet,8.8,2024-12-23
INV-0615,C,Food,9,110.39,993.51,Cash,5.5,2024-06-30
INV-0616,B,Electronics,7,452.37,3166.59,Cash,9.6,2024-06-15
INV-0617,A,Food,9,198.88,1789.92,Ewallet,9.5,2024-04-16
INV-0618,B,Electronics,6,467.21,2803.26,Credit card,7.9,2024-04-11
INV-0619,B,Electronics,8,160.04,1280.32,Credit card,7.2,2024-07-26
INV-0620,C,Food,10,274.61,2746.1,Credit card,4.1,2024-05-19
INV-0621,B,Clothing,7,308.61,2160.27,Cash,8.7,2024-03-19
INV-0622,A,Food,7,200.06,1400.42,Credit card,4.7,2024-06-25
INV-0623,A,Sports,8,368.78,2950.24,Cash,5.7,2024-05-24
INV-0624,B,Food,9,279.13,2512.17,Ewallet,5.3,2024-01-28
INV-0625,A,Beauty,3,188.42,565.26,Ewallet,9.0,2024-12-09
INV-0626,A,Food,1,87.39,87.39,Cash,5.7,2024-10-19
INV-0627,B,Beauty,6,400.88,2405.28,Cash,8.8,2024-12-21
INV-0628,A,Beauty,3,447.26,1341.78,Ewallet,6.0,2024-03-21
INV-0629,B,Electronics,2,135.45,270.9,Credit card,10.0,2024-10-23
INV-0630,A,Clothing,3,53.95,161.85,Cash,5.9,2024-08-12
INV-0631,A,Beauty,5,445.52,2227.6,Cash,9.0,2024-02-09
INV-0632,B,Sports,9,359.66,3236.94,Credit card,8.3,2024-10-26
INV-0633,B,Food,1,328.41,328.41,Cash,7.4,2024-09-28
INV-0634,B,Electronics,4,470.62,1882.48,Credit card,5.1,2024-02-23
INV-0635,A,Food,4,370.82,1483.28,Ewallet,8.4,2024-12-14
INV-0636,C,Food,4,150.43,601.72,Cash,5.2,2024-11-06
INV-0637,B,Food,2,24.31,48.62,Credit card,10.0,2024-12-30
INV-0638,C,Food,4,111.79,447.16,Ewallet,8.1,2024-09-23
INV-0639,A,Electronics,2,459.94,919.88,Credit card,9.2,2024-08-25
INV-0640,C,Food,2,52.37,104.74,Credit card,6.4,2024-03-26
INV-0641,A,Food,2,491.51,983.02,Credit card,6.0,2024-03-14
INV-0642,C,Clothing,3,147.64,442.92,Credit card,9.6,2024-10-02
INV-0643,A,Electronics,10,17.78,177.8,Credit card,5.4,2024-04-16
INV-0644,C,Food,2,35.68,71.36,Credit card,5.1,2024-09-05
INV-0645,C,Electronics,10,51.19,511.9,Ewallet,5.4,2024-05-26
INV-0646,A,Beauty,4,145.05,580.2,Credit card,8.6,2024-04-01
INV-0647,C,Electronics,1,101.76,101.76,Cash,8.1,2024-10-14
INV-0648,B,Electronics,10,465.58,4655.8,Cash,8.9,2024-10-07
INV-0649,C,Food,3,258.18,774.54,Ewallet,4.6,2024-11-14
INV-0650,A,Sports,10,114.64,1146.4,Credit card,5.0,2024-12-09
INV-0651,A,Sports,10,272.34,2723.4,Ewallet,7.8,2024-11-22
INV-0652,B,Sports,6,311.68,1870.08,Ewallet,9.5,2024-06-20
INV-0653,C,Clothing,7,187.84,1314.88,Cash,7.0,2024-05-14
INV-0654,C,Food,4,274.94,1099.76,Cash,9.4,2024-07-05
INV-0655,A,Sports,4,80.68,322.72,Cash,8.5,2024-05-22
INV-0656,B,Food,4,12.74,50.96,Ewallet,4.6,2024-09-20
INV-0657,A,Clothing,9,238.81,2149.29,Cash,9.4,2024-10-16
INV-0658,B,Sports,5,430.59,2152.95,Ewallet,5.1,2024-05-27
INV-0659,A,Food,6,177.5,1065.0,Cash,8.1,2024-11-05
INV-0660,A,Food,9,452.23,4070.07,Credit card,9.0,2024-08-28
INV-0661,B,Clothing,3,60.19,180.57,Cash,6.0,2024-12-09
INV-0662,A,Beauty,6,225.35,1352.1,Credit card,4.6,2024-01-30
INV-0663,A,Clothing,4,124.02,496.08,Credit card,4.2,2024-04-05
INV-0664,C,Food,4,203.07,812.28,Credit card,5.4,2024-02-29
INV-0665,C,Sports,6,158.02,948.12,Ewallet,7.1,2024-06-10
INV-0666,B,Electronics,6,274.43,1646.58,Cash,5.7,2024-02-20
INV-0667,A,Clothing,6,472.61,2835.66,Ewallet,8.3,2024-09-27
INV-0668,B,Clothing,10,250.91,2509.1,Credit card,6.8,2024-05-07
INV-0669,A,Sports,7,10.66,74.62,Credit card,9.6,2024-02-21
INV-0670,A,Beauty,6,73.37,440.22,Ewallet,6.9,2024-05-05
INV-0671,B,Food,7,476.83,3337.81,Ewallet,6.0,2024-10-09
INV-0672,C,Clothing,5,24.82,124.1,Credit card,5.2,2024-07-27
INV-0673,B,Food,6,215.41,1292.46,Credit card,6.1,2024-03-11
INV-0674,C,Clothing,8,192.66,1541.28,Credit card,5.0,2024-07-05
INV-0675,A,Electronics,2,383.42,766.84,Ewallet,5.9,2024-05-27
INV-0676,A,Sports,10,312.91,3129.1,Credit card,6.5,2024-02-21
INV-0677,C,Beauty,5,353.31,1766.55,Credit card,8.6,2024-09-26
INV-0678,C,Electronics,5,187.85,939.25,Cash,6.6,2024-07-01
INV-0679,B,Electronics,6,146.08,876.48,Credit card,5.9,2024-09-20
INV-0680,C,Food,4,303.72,1214.88,Ewallet,4.0,2024-03-31
INV-0681,A,Food,6,399.79,2398.74,Cash,9.9,2024-12-23
INV-0682,C,Beauty,8,85.52,684.16,Ewallet,5.2,2024-08-20
INV-0683,B,Food,4,262.51,1050.04,Cash,4.9,2024-05-10
INV-0684,C,Electronics,6,185.0,1110.0,Credit card,9.2,2024-11-23
INV-0685,C,Electronics,5,179.11,895.55,Cash,6.0,2024-11-21
INV-0686,A,Food,9,436.05,3924.45,Cash,5.7,2024-12-09
INV-0687,C,Food,3,414.28,1242.84,Ewallet,6.2,2024-08-23
INV-0688,A,Beauty,6,175.51,1053.06,Credit card,5.6,2024-12-04
INV-0689,A,Sports,7,384.15,2689.05,Credit card,8.6,2024-05-20
INV-0690,A,Food,1,29.38,29.38,Ewallet,6.5,2024-01-29
INV-0691,A,Clothing,5,491.14,2455.7,Ewallet,5.5,2024-12-11
INV-0692,B,Clothing,8,219.81,1758.48,Credit card,6.3,2024-12-17
INV-0693,C,Food,5,206.7,1033.5,Credit card,4.4,2024-08-19
INV-0694,C,Food,4,194.44,777.76,Ewallet,4.5,2024-04-29
INV-0695,C,Food,5,345.24,1726.2,Cash,7.5,2024-05-29
INV-0696,C,Electronics,1,468.68,468.68,Ewallet,5.9,2024-07-12
INV-0697,B,Food,5,123.63,618.15,Cash,9.7,2024-09-19
INV-0698,A,Electronics,7,319.2,2234.4,Credit card,7.5,2024-07-31
INV-0699,A,Clothing,4,84.79,339.16,Credit card,9.1,2024-11-02
INV-0700,A,Electronics,9,390.19,3511.71,Credit card,4.9,2024-01-20
INV-0701,C,Beauty,5,462.31,2311.55,Credit card,8.7,2024-08-02
INV-0702,C,Electronics,3,253.11,759.33,Ewallet,7.2,2024-06-15
INV-0703,C,Beauty,6,238.02,1428.12,Ewallet,4.1,2024-11-25
INV-0704,B,Clothing,2,155.67,311.34,Ewallet,6.2,2024-09-24
INV-0705,C,Sports,8,36.75,294.0,Credit card,7.1,2024-02-03
INV-0706,C,Clothing,10,464.0,4640.0,Cash,9.1,2024-03-12
INV-0707,C,Beauty,9,355.5,3199.5,Ewallet,8.4,2024-12-06
INV-0708,A,Food,8,358.16,2865.28,Cash,6.5,2024-07-15
INV-0709,C,Clothing,3,461.7,1385.1,Cash,5.2,2024-07-06
INV-0710,A,Beauty,7,56.83,397.81,Ewallet,9.1,2024-04-09
INV-0711,B,Sports,3,135.32,405.96,Cash,9.4,2024-06-14
INV-0712,A,Sports,3,181.62,544.86,Credit card,6.5,2024-02-16
INV-0713,C,Electronics,6,468.33,2809.98,Cash,5.3,2024-01-24
INV-0714,A,Beauty,4,367.29,1469.16,Cash,4.9,2024-05-22
INV-0715,B,Sports,8,320.9,2567.2,Credit card,7.6,2024-05-12
INV-0716,C,Sports,8,238.89,1911.12,Credit card,5.4,2024-11-25
INV-0717,A,Sports,5,149.42,747.1,Credit card,6.9,2024-07-05
